Id,Review,Label
7685,"I enjoyed taking this course because not only was it very insightful, but also easy to understand. The science behind the way our body processes foods is beautifully drawn and illustrated using charts and diagrams. It makes the course enjoyable and easy to follow.",4
7686,easy to understand and very practical and useful in daily life.,5
7687,It is a good course.I have learnt lots of fundamental knowledge about nutrition.Thanks very much!,5
7688,Very useful to apply in daily life,4
7689,This course is very useftul and attractive! It help me to sharp a healthy lifestyle and lead a happy family life,5
7690,"Good information, a bit basic though. I would've enjoyed a more in depth course.",3
7691,Easy to understand and very interesting. I thoroughly enjoyed this course.,5
7692,"Changed my mind after watching the cooking. The course on nutrition is just ""ok"" but the teacher has a very skewed idea about what ""healthy cooking"" really is and fails to present with reasons for her recipe choices.Anyway I stopped watching the course, again, the nutritional part is fairly good but if you choose to continue the course at least make sure you keep searching for other points of view as well.Best of luck.",2
7693,"Heipful class especially for a working mom. Besides the knowledge, the lecture also demonstrate how to make meal or sweet treats. Very helpful!",5
7694,"This particular curse is an amazing reminder of what we all need from our childhood. My mum always cooked for me, and taught me to feed myself in the best way since I was 5 years old, after leaving home when I was 19 to live the adult life I let the easy fast food rule my life until I was a mother myself and had to go back to the healthy habits. So I adore this curse specially the way it's made! So real and simple. Love it!",5
7695,Very good!! The teacher are so dedicated and smart!,5
7696,An awesome course that not only teach us about nutrition but also many different recipes....The teaching method and the teacher used is the best!!!Really enjoyed.. :),4
7697,Great and conscious course.,5
7698,"The presenter is very confident and extremely passionate about what she is discussing. I have had a change of heart about how to take care of my child's diet. Usually the video presentations are great, very high quality, my only niggle is that sometimes the black screen PPTs go on for a bit too long, and can be repetitive. Overall a very good course.",4
